customer_id,gender,age,senior_citizen,partner,dependents,tenure,phone_service,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,support_tickets,late_payments,satisfaction_score,churn
CUST_007665,Female,71,1,No,No,20,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,134.79,2629.07,1,2,10,1
CUST_007666,Male,32,0,Yes,No,11,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,135.86,1490.63,3,0,3,0
CUST_007667,Female,38,0,Yes,Yes,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,45.99,48.63,1,1,9,1
CUST_007668,Male,20,0,No,No,23,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,60.6,1287.83,3,2,6,0
CUST_007669,Male,59,0,No,No,51,Yes,Fiber optic,,No,No,No,Yes,No,Month-to-month,No,Bank transfer,104.71,5171.96,4,3,8,1
CUST_007670,Male,49,0,No,Yes,2,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.17,85.67,4,0,5,1
CUST_007671,Male,20,0,Yes,Yes,68,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,128.7,,1,0,10,0
CUST_007672,Male,44,0,No,No,27,Yes,No,No,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,132.32,3475.09,3,0,10,1
CUST_007673,Female,30,0,Yes,No,17,No,No,No,No,Yes,No,No,No,One year,Yes,Electronic check,63.59,1117.32,2,0,6,0
CUST_007674,Female,42,0,No,No,70,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,99.76,7041.65,2,0,7,0
CUST_007675,Female,34,0,Yes,No,14,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.47,252.56,2,5,8,0
CUST_007676,Male,63,1,No,No,31,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.86,2300.63,3,1,6,1
CUST_007677,Female,21,0,No,No,70,Yes,No,,No,No,Yes,Yes,Yes,Two year,No,Mailed check,67.93,4665.52,0,0,10,0
CUST_007678,Female,52,0,Yes,Yes,29,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,92.56,2804.37,1,2,7,0
CUST_007679,Male,64,1,No,Yes,39,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.39,2070.72,6,2,10,0
CUST_007680,Male,18,0,Yes,No,71,No,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,125.05,8897.21,2,1,5,0
CUST_007681,Male,70,1,Yes,No,3,Yes,No,No,Yes,Yes,No,No,No,Two year,No,Electronic check,61.73,254.24,3,2,2,1
CUST_007682,Female,62,1,Yes,Yes,45,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,45.74,2068.96,2,1,3,1
CUST_007683,Female,34,0,No,No,41,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.37,1721.32,6,1,8,0
CUST_007684,Female,45,0,Yes,Yes,6,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,124.24,633.29,1,2,10,1
CUST_007685,Female,57,0,Yes,No,4,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,143.03,481.28,7,3,1,1
CUST_007686,Female,47,0,No,No,69,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,102.94,7009.81,4,2,10,0
CUST_007687,Male,61,1,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,58.56,4153.19,3,0,1,0
CUST_007688,Female,69,1,Yes,No,48,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.53,4231.95,1,0,8,0
CUST_007689,Male,38,0,Yes,No,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,65.04,65.63,2,0,9,1
CUST_007690,Female,24,0,Yes,Yes,49,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.82,4230.77,3,0,8,0
CUST_007691,Female,43,0,No,No,48,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,147.82,7169.87,5,3,10,0
CUST_007692,Female,52,0,No,Yes,52,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,20.8,1108.4,4,0,2,1
CUST_007693,Male,62,1,No,No,27,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,52.37,1356.6,2,3,6,1
CUST_007694,Female,34,0,Yes,Yes,21,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,142.19,3027.42,2,0,8,0
CUST_007695,Female,71,1,No,No,65,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,40.49,2654.97,5,3,2,1
CUST_007696,Female,20,0,Yes,No,71,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,60.85,,8,3,2,1
CUST_007697,Female,51,0,Yes,No,10,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.23,298.31,2,0,9,1
CUST_007698,Male,43,0,No,No,57,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,51.33,2873.3,5,1,9,0
CUST_007699,Male,58,0,No,No,37,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,73.87,2634.83,1,1,7,0
CUST_007700,Male,34,0,No,No,11,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card,126.58,1414.45,2,1,4,0
CUST_007701,Female,72,1,Yes,No,71,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,148.19,10396.38,3,0,10,1
CUST_007702,Male,18,0,Yes,No,37,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.75,3820.44,1,0,2,1
CUST_007703,Female,65,1,No,No,14,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,60.33,1034.67,3,1,9,0
CUST_007704,Male,46,0,No,No,3,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,138.2,429.38,2,1,9,1
CUST_007705,Female,47,0,No,No,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card,30.74,47.37,1,1,9,1
CUST_007706,Male,36,0,Yes,No,0,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,77.0,0.0,4,3,1,1
CUST_007707,Female,40,0,No,Yes,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,93.76,944.68,3,2,10,1
CUST_007708,Male,43,0,Yes,No,49,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,89.79,4468.61,2,1,1,1
CUST_007709,Male,36,0,Yes,No,37,Yes,DSL,No,No,No,,No,No,Month-to-month,No,Bank transfer,49.88,1839.53,1,2,6,0
CUST_007710,Female,18,0,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.21,873.28,2,2,2,1
CUST_007711,Male,41,0,No,Yes,17,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,52.45,994.59,3,1,9,0
CUST_007712,Male,41,0,No,Yes,26,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,122.8,3177.12,2,1,3,1
CUST_007713,Male,59,0,Yes,No,14,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,69.76,975.78,2,2,8,0
CUST_007714,Female,45,0,Yes,No,56,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,50.99,2913.23,1,0,9,1
CUST_007715,Male,49,0,No,No,24,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,85.79,2088.12,0,0,2,0
CUST_007716,Male,45,0,No,Yes,29,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,124.24,3419.73,1,2,10,0
CUST_007717,Female,42,0,No,No,58,Yes,DSL,Yes,Yes,Yes,,Yes,No,Month-to-month,Yes,Electronic check,93.26,5241.7,2,1,6,1
CUST_007718,Female,59,0,No,No,51,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,105.36,5313.66,1,1,1,0
CUST_007719,Male,57,0,No,No,4,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,71.29,513.72,3,1,7,1
CUST_007720,Male,75,1,No,Yes,52,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,137.64,7153.97,1,1,5,0
CUST_007721,Male,46,0,Yes,No,61,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,130.33,8001.29,3,0,9,0
CUST_007722,Male,19,0,Yes,No,51,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,74.3,3947.49,5,0,1,0
CUST_007723,Female,51,0,No,Yes,57,Yes,Fiber optic,No,No,Yes,,No,Yes,Month-to-month,Yes,Bank transfer,95.72,5503.04,4,0,2,0
CUST_007724,Male,40,0,No,No,29,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,43.54,1276.31,2,1,6,0
CUST_007725,Female,23,0,Yes,Yes,55,Yes,No,No,No,No,,No,No,Two year,No,Mailed check,118.62,6476.15,6,1,3,1
CUST_007726,Female,67,1,No,No,34,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,123.29,3964.3,5,4,10,1
CUST_007727,Male,54,0,Yes,No,71,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,131.78,9239.77,2,1,1,1
CUST_007728,Male,54,0,No,No,30,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,64.24,1897.49,2,4,6,1
CUST_007729,Male,54,0,No,No,63,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,122.3,7706.94,1,1,8,0
CUST_007730,Female,75,1,No,No,21,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card,139.25,3105.65,0,1,7,1
CUST_007731,Female,57,0,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,123.6,8544.4,4,3,9,1
CUST_007732,Male,59,0,No,No,0,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,28.85,0.0,1,1,6,1
CUST_007733,Male,61,1,Yes,Yes,0,Yes,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer,35.64,13.84,4,2,5,0
CUST_007734,Female,60,1,No,No,6,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,55.64,342.1,0,0,4,1
CUST_007735,Male,58,0,Yes,Yes,69,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.61,6549.05,2,1,8,0
CUST_007736,Male,22,0,Yes,No,4,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,45.64,323.5,1,1,4,0
CUST_007737,Male,41,0,No,No,61,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.62,7309.64,3,0,10,0
CUST_007738,Female,33,0,Yes,No,21,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,52.89,997.76,1,1,2,1
CUST_007739,Female,69,1,No,Yes,28,Yes,Fiber optic,No,,Yes,Yes,No,No,Month-to-month,Yes,Credit card,67.19,1937.02,2,1,4,1
CUST_007740,Male,51,0,No,Yes,39,Yes,No,No,No,No,No,Yes,No,One year,No,Electronic check,61.96,2519.21,2,3,4,1
CUST_007741,Male,47,0,Yes,Yes,44,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,63.47,2841.3,4,2,1,1
CUST_007742,Male,48,0,Yes,No,46,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,39.48,1944.63,2,0,10,0
CUST_007743,Female,57,0,No,No,0,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,142.51,0.0,4,4,2,1
CUST_007744,Male,62,1,No,Yes,16,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card,108.56,1870.01,2,0,2,1
CUST_007745,Male,29,0,Yes,No,57,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer,145.16,8217.7,1,1,2,1
CUST_007746,Male,75,1,Yes,No,22,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,105.59,2242.75,3,1,8,1
CUST_007747,Female,62,1,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,87.2,3528.6,3,2,5,0
CUST_007748,Male,29,0,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.89,6554.69,2,1,6,0
CUST_007749,Female,53,0,Yes,Yes,30,Yes,No,Yes,No,No,Yes,No,No,One year,No,Bank transfer,34.66,1003.67,4,3,1,1
CUST_007750,Female,42,0,Yes,No,33,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,85.0,2858.03,1,2,2,0
CUST_007751,Female,39,0,Yes,No,9,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,147.15,1322.92,2,0,5,1
CUST_007752,Male,68,1,Yes,No,32,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,66.79,2042.46,5,0,7,1
CUST_007753,Male,34,0,Yes,No,27,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,32.24,920.57,3,1,6,0
CUST_007754,Male,66,1,No,Yes,50,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,52.46,,2,0,8,1
CUST_007755,Male,54,0,Yes,Yes,21,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,100.52,2294.32,1,1,1,1
CUST_007756,Female,65,1,Yes,No,55,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer,124.71,6863.28,4,2,1,0
CUST_007757,Male,61,1,No,Yes,62,Yes,Fiber optic,No,,No,No,No,No,Two year,No,Bank transfer,44.95,2874.12,3,2,4,0
CUST_007758,Male,53,0,No,Yes,23,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,90.45,2104.78,2,0,10,1
CUST_007759,Female,29,0,No,No,9,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,128.37,1057.93,2,1,2,1
CUST_007760,Male,75,1,No,No,31,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,101.01,2893.53,0,2,1,1
CUST_007761,Male,55,0,Yes,Yes,8,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.26,359.07,3,0,7,1
CUST_007762,Female,38,0,No,No,20,Yes,DSL,,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,105.46,2144.47,2,1,9,1
CUST_007763,Female,32,0,No,No,65,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,28.02,1783.44,3,1,10,0
CUST_007764,Female,24,0,No,No,46,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,146.68,6854.65,6,1,8,1
CUST_007765,Male,36,0,No,No,43,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,62.58,,3,0,9,0
CUST_007766,Female,25,0,No,No,69,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.39,5195.34,1,2,6,1
CUST_007767,Female,69,1,Yes,No,50,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,101.25,4897.89,2,1,3,1
CUST_007768,Male,43,0,Yes,Yes,14,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,108.17,1641.6,4,0,2,1
CUST_007769,Male,54,0,No,Yes,66,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,100.37,6592.42,3,1,8,0
CUST_007770,Female,64,1,No,Yes,71,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,139.23,9997.26,2,1,2,1
CUST_007771,Male,73,1,Yes,Yes,55,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.59,5150.29,2,0,8,1
CUST_007772,Male,44,0,Yes,No,52,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,132.7,6851.51,1,0,4,0
CUST_007773,Female,21,0,Yes,No,8,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,71.13,548.65,6,2,1,1
CUST_007774,Female,53,0,Yes,Yes,66,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.19,6997.74,1,1,2,1
CUST_007775,Male,72,1,No,No,0,Yes,Fiber optic,,Yes,No,No,Yes,Yes,One year,Yes,Credit card,136.94,48.47,2,1,7,0
CUST_007776,Female,38,0,Yes,Yes,42,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,98.28,4158.53,1,3,4,0
CUST_007777,Female,23,0,Yes,Yes,13,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,27.84,361.2,3,2,4,1
CUST_007778,Female,59,0,Yes,Yes,47,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer,43.31,1876.03,5,1,9,0
CUST_007779,Male,53,0,No,Yes,41,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,126.46,5085.2,2,0,5,1
CUST_007780,Male,26,0,No,No,55,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.1,2406.35,3,3,6,0
CUST_007781,Female,18,0,Yes,Yes,7,Yes,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,140.63,1078.85,3,1,7,1
CUST_007782,Male,48,0,No,No,34,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,131.6,4456.77,1,3,2,1
CUST_007783,Female,26,0,No,No,4,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,61.21,374.74,2,1,9,1
CUST_007784,Female,28,0,Yes,Yes,58,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,30.16,1635.45,1,1,3,1
CUST_007785,Male,35,0,Yes,No,28,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.7,2642.95,0,3,9,1
CUST_007786,Female,45,0,Yes,No,48,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.89,2522.65,0,1,1,1
CUST_007787,Female,65,1,Yes,No,21,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,30.53,572.86,3,1,6,0
CUST_007788,Female,42,0,Yes,Yes,51,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,84.07,4229.17,4,1,1,1
CUST_007789,Female,66,1,Yes,No,67,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,143.8,9627.82,1,1,4,0
CUST_007790,Female,53,0,Yes,No,41,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,50.48,2260.51,1,1,3,0
CUST_007791,Female,40,0,Yes,Yes,25,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,63.12,1587.23,4,4,1,1
CUST_007792,Female,47,0,No,No,21,Yes,No,No,No,No,No,Yes,No,Two year,Yes,Credit card,141.76,2927.2,4,2,8,0
CUST_007793,Female,26,0,No,No,7,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,141.44,888.73,3,2,1,1
CUST_007794,Male,74,1,Yes,Yes,66,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer,131.42,8635.25,3,4,1,1
CUST_007795,Male,35,0,Yes,No,57,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,100.71,5589.97,2,1,3,1
CUST_007796,Male,70,1,No,Yes,69,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,127.33,8820.98,5,2,2,1
CUST_007797,Female,55,0,Yes,No,49,Yes,DSL,,Yes,No,No,No,No,One year,No,Electronic check,45.88,2249.54,1,1,10,1
CUST_007798,Male,35,0,Yes,Yes,5,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,133.08,603.14,1,1,8,1
CUST_007799,Female,46,0,Yes,No,36,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card,123.8,4382.36,2,0,8,0
CUST_007800,Male,25,0,Yes,Yes,21,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,21.46,464.38,1,0,10,0
CUST_007801,Male,53,0,Yes,No,56,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.38,3094.74,2,1,5,1
CUST_007802,Male,21,0,No,Yes,6,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,30.41,136.76,0,3,10,0
CUST_007803,Female,55,0,No,No,67,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,57.84,3778.62,2,1,2,1
CUST_007804,Female,29,0,No,Yes,15,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,140.13,2096.13,1,1,3,1
CUST_007805,Female,25,0,No,No,2,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card,84.26,110.79,1,0,8,0
CUST_007806,Female,30,0,Yes,Yes,1,Yes,No,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,94.05,0.0,3,1,1,1
CUST_007807,Male,23,0,No,No,24,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,118.83,2930.5,5,2,7,1
CUST_007808,Female,69,1,No,Yes,19,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,140.92,2839.37,3,2,10,1
CUST_007809,Male,72,1,No,No,22,Yes,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,79.28,1648.12,1,0,3,0
CUST_007810,Male,71,1,No,No,56,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,58.79,3187.66,0,0,10,0
CUST_007811,Female,59,0,No,No,5,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer,93.89,263.31,2,2,6,1
CUST_007812,Female,31,0,Yes,Yes,5,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,83.75,190.66,3,1,2,1
CUST_007813,Male,62,1,Yes,No,4,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card,126.64,455.18,4,0,3,1
CUST_007814,Female,62,1,No,No,60,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,81.34,4860.89,0,1,5,0
CUST_007815,Male,31,0,No,No,64,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,42.0,,1,1,10,0
CUST_007816,Female,66,1,Yes,No,39,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,146.12,5741.55,0,1,4,1
CUST_007817,Female,75,1,Yes,Yes,41,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,68.5,2961.32,3,2,5,1
CUST_007818,Female,39,0,Yes,No,41,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,110.92,4510.06,2,2,2,1
CUST_007819,Female,52,0,Yes,No,38,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,36.09,1308.06,2,0,5,0
CUST_007820,Female,68,1,Yes,No,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,112.59,0.0,1,1,5,1
CUST_007821,Male,33,0,Yes,No,45,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.41,5045.18,3,1,8,0
CUST_007822,Female,75,1,Yes,No,30,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,23.01,700.53,4,2,9,0
CUST_007823,Male,35,0,No,Yes,62,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,31.84,1888.74,3,1,8,1
CUST_007824,Male,74,1,Yes,No,54,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.86,3007.56,4,1,3,0
CUST_007825,Female,31,0,No,No,64,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,93.39,6015.36,2,1,7,0
CUST_007826,Female,61,1,Yes,No,36,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,121.01,4240.69,2,0,2,1
CUST_007827,Male,48,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,20.66,494.98,4,0,8,1
CUST_007828,Male,39,0,No,No,44,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,69.75,3115.26,1,0,1,1
CUST_007829,Female,43,0,No,No,6,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,53.84,204.22,3,1,7,1
CUST_007830,Male,31,0,No,Yes,20,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,71.15,1454.1,2,0,5,1
CUST_007831,Male,56,0,No,Yes,41,Yes,No,No,Yes,Yes,No,No,No,One year,No,Electronic check,99.95,4107.36,3,1,5,1
CUST_007832,Male,75,1,Yes,Yes,20,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,105.0,2255.42,0,2,5,1
CUST_007833,Male,51,0,Yes,Yes,28,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.27,2850.69,2,1,10,1
CUST_007834,Female,34,0,No,Yes,15,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,126.13,1670.09,2,0,10,0
CUST_007835,Female,56,0,No,No,5,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.49,527.34,4,0,1,1
CUST_007836,Female,43,0,Yes,No,2,Yes,DSL,No,,No,No,Yes,Yes,One year,No,Credit card,26.0,50.08,4,1,1,1
CUST_007837,Male,71,1,Yes,Yes,69,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,71.86,4939.49,1,2,2,1
CUST_007838,Female,33,0,No,No,29,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,64.17,1888.93,2,1,7,0
CUST_007839,Female,48,0,Yes,No,17,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card,109.91,1847.32,5,2,3,1
CUST_007840,Male,46,0,No,No,60,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,131.45,7846.76,1,1,10,1
CUST_007841,Male,69,1,Yes,Yes,33,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,79.16,2610.47,3,2,1,1
